"15.964821726,45.803571859,1,stalci,Tehnicki muzej,Savska cesta 18,10,20,2014,""""""Antun Mihanovic"""""",TRESNJEVKA - SJEVER"
"15.952893111,45.8060846500001,2,stalci,Metalceva - Hotel Panorama,Metalceva ulica,8,16,2016,""""""Samoborcek"""""",TRESNJEVKA - SJEVER"
"15.9528864050001,45.805964986,3,stalci,Metalceva 5,Metalceva ulica,4,8,2020,""""""Samoborcek"""""",TRESNJEVKA - SJEVER"
15.954022696,45.799703983,4,stalci,Tresnjevacki plac,Tresnjevacki plac,6,12,2017,Stara TRESNJEVKA,TRESNJEVKA - SJEVER
"15.960921495,45.8113088480001,5,stalci,Donji grad,Primorska,7,14,2017,""""""Petar Zrinski"""""",DONJI GRAD"
"15.9807122870001,45.812402182,6,stalci,Jurisiceva 13,Jurisiceva 13,3,6,2020,""""""August Cesarec"""""",GORNJI GRAD - MEDVESCAK"
"15.9812718630001,45.8123694650001,7,stalci,Jurisiceva 15,Jurisiceva 15,4,8,2017,""""""August Cesarec"""""",GORNJI GRAD - MEDVESCAK"
15.980270058,45.809702988,8,stalci,Boskoviceva - Porezna,KriZanje Petrinjske i Boskoviceve,4,8,2017,Zrinjevac,DONJI GRAD
15.9801751740001,45.8096810210001,9,stalci,Petrinjska - Boskoviceva,KriZanje Petrinjske i Boskoviceve,6,12,2017,Zrinjevac,DONJI GRAD
15.977638476,45.811351733,10,stalci,Zrinjevac,Trg Nikole Zrinskog,3,6,2014,Zrinjevac,DONJI GRAD
15.979420469,45.811735926,11,stalci,Petrinjska 6,Petrinjska 6,11,22,2020,Zrinjevac,DONJI GRAD
"15.982005783,45.805479597,12,stalci,ZTS - Branimirova,Ulica kneza Branimira,5,10,2017,""""""August senoa"""""",DONJI GRAD"
"15.9821184350001,45.8055403640001,13,stalci,ZTS - Palmoticeva,Palmoticeva ulica,3,6,2017,""""""August senoa"""""",DONJI GRAD"
"15.9908557310001,45.80682534,14,stalci,Trg kralja Petra Kresimira IV.,Trg kralja Petra Kresimira IV.  (ugao s ulicom Petra KruZica),3,6,2017,""""""Petar Kresimir IV."""""",DONJI GRAD"
15.9738890830001,45.8111678130001,15,stalci,Masarykova,Masarykova ulica,4,8,2014,Cvjetni trg,DONJI GRAD
15.9763634,45.8111832000001,16,stalci,Gajeva,Gajeva uica,19,38,2014,Cvjetni trg,DONJI GRAD
"15.9848153950001,45.8112914390001,17,stalci,Rackoga - jug,Rackoga - jug,1,2,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.9847523650001,45.8113335040001,18,stalci,Rackoga - jug,Rackoga - jug,1,2,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.984560586,45.811428618,19,stalci,Rackoga - jug,Rackoga - jug,1,2,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.984503255,45.811476526,20,stalci,Rackoga - jug,Rackoga - jug,1,1,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.9844338520001,45.811509476,21,stalci,Rackoga - jug,Rackoga - jug,1,1,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.984380878,45.8115674320001,22,stalci,Rackoga - jug,Rackoga - jug,1,1,2020,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.9842829780001,45.811606693,23,stalci,Rackoga - jug,Rackoga - jug,2,2,2020,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.984176667,45.8118866670001,24,stalci,Rackoga - sjever,Rackoga - sjeverni dio,2,4,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.984285325,45.8118142120001,25,stalci,Rackoga - sjever,Rackoga - sjeverni dio ulice,1,2,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.9843550620001,45.8117714480001,26,stalci,Rackoga - sjever,Rackoga - sjeverni dio ulice,2,4,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
"15.9846752510001,45.8115898680001,27,stalci,Rackoga - sjever,Rackoga - sjeverni dio ulice,2,4,2019,""""""Hrvatski narodni vladari"""""",DONJI GRAD"
